PM2.5,PM10,NO2,SO2,CO,O3,AQI
222.52,390.28,55.11,53.68,4.99,29.3,259.91
145.43,100.59,15.18,25.59,3.9,58.22,150.3
115.89,353.71,7.0,76.45,2.08,86.82,170.03
121.37,138.02,9.32,57.31,2.52,100.23,136.16
140.54,54.01,6.63,85.89,1.85,53.05,112.28
236.58,349.31,26.52,89.67,4.93,101.79,266.65
268.16,258.08,51.7,65.58,3.57,140.97,247.86
286.82,74.25,48.14,73.09,2.3,99.54,193.54
237.14,177.63,197.43,55.82,0.16,27.99,172.17
98.05,122.03,64.67,39.67,2.65,89.05,130.41
208.0,297.35,29.85,65.52,4.92,83.57,240.05
134.09,186.83,111.38,91.01,2.66,131.25,176.45
80.13,395.82,172.3,42.83,0.99,55.79,164.62
253.06,31.35,137.22,32.81,0.21,66.33,144.43
16.34,148.46,62.74,40.07,1.84,91.81,90.98
271.02,197.94,114.52,44.67,4.6,81.04,250.79
141.14,206.22,144.4,9.21,4.98,109.26,211.41
192.97,133.21,146.98,50.85,4.73,10.86,203.58
199.51,294.4,134.97,50.44,3.67,86.71,232.09
269.06,351.15,174.81,59.67,2.83,22.64,255.96
192.82,376.1,174.67,37.56,2.99,50.71,234.82
186.11,323.99,117.89,62.08,2.74,100.94,219.39
24.66,341.73,88.82,88.07,3.56,27.83,157.98
157.93,224.71,130.11,95.64,2.15,49.78,176.95
49.3,332.1,164.55,59.19,3.38,106.94,183.47
222.54,128.37,6.1,6.17,0.7,99.37,141.57
156.11,165.41,198.44,96.99,1.4,18.2,158.75
205.67,133.6,40.66,71.17,4.2,88.7,198.45
17.29,192.28,96.7,34.92,4.53,26.35,135.25
30.01,121.38,175.05,16.42,2.74,41.58,111.53
216.32,385.03,48.88,16.06,0.26,71.59,187.03
26.26,132.01,97.98,18.44,4.64,20.86,126.21
26.02,48.24,30.85,6.47,3.54,149.08,100.79
8.57,215.46,82.04,90.41,2.13,28.98,104.15
287.17,32.27,39.54,55.0,3.03,118.29,195.98
222.56,53.11,75.91,70.6,2.21,125.33,169.98
109.21,95.56,77.83,83.15,2.38,149.2,140.87
92.48,191.1,198.67,79.57,4.45,67.15,189.72
108.16,178.97,198.99,88.5,0.89,131.74,150.86
233.52,321.88,27.38,96.79,0.61,143.84,202.27
200.1,298.4,146.56,45.03,0.11,30.07,172.42
59.63,176.26,15.09,95.13,1.64,74.52,106.64
56.36,140.14,10.89,72.88,0.82,13.7,73.89
34.03,133.42,25.54,8.93,1.18,95.0,76.94
199.79,311.86,193.27,68.81,0.16,89.3,193.88
230.49,30.31,188.47,69.3,1.21,34.6,156.85
83.19,15.0,42.82,90.77,1.73,120.7,95.83
11.18,320.26,36.53,38.55,0.25,10.4,83.24
29.24,196.09,51.9,59.32,3.08,121.9,129.1
290.52,61.04,105.53,3.19,2.89,8.86,189.2
92.16,101.87,116.09,34.54,0.58,100.24,101.77
231.92,373.68,48.21,8.1,3.02,16.42,223.24
189.28,345.21,152.54,53.14,4.99,41.43,254.06
117.67,286.82,65.36,82.11,4.73,109.68,209.82
65.68,198.07,184.82,22.23,0.11,45.66,104.38
40.81,212.93,133.06,53.69,4.0,79.12,156.07
186.43,390.35,90.09,21.99,1.83,137.71,216.5
233.52,386.65,159.03,13.83,0.41,12.2,203.98
194.95,93.95,164.49,52.08,1.55,122.61,168.3
161.44,326.33,61.64,9.76,1.68,14.46,167.38
17.38,86.92,71.24,59.56,2.66,23.39,84.44
290.7,93.28,187.51,5.07,3.34,22.3,217.01
240.62,273.68,37.12,12.46,3.77,149.14,236.73
91.38,167.95,13.22,55.9,1.3,31.13,101.96
294.09,373.3,93.54,59.96,1.68,135.03,257.73
182.56,44.71,161.24,4.84,1.61,148.69,153.1
176.81,209.49,155.48,58.19,1.88,60.65,179.02
225.68,368.22,184.31,84.17,5.0,96.5,289.43
244.47,362.6,108.97,72.79,3.91,117.97,270.31
198.66,71.05,24.51,14.86,4.88,61.93,181.29
42.79,152.99,119.79,60.06,3.5,28.46,128.4
104.79,251.46,156.79,67.88,2.09,67.9,164.06
278.78,72.16,23.2,5.65,2.01,116.92,177.68
71.26,387.53,38.67,85.82,2.49,118.21,175.54
114.79,366.75,7.4,90.81,2.14,38.43,167.36
132.46,75.11,120.76,85.34,4.16,30.37,161.59
134.62,57.25,177.91,82.81,2.38,138.48,156.72
185.82,43.31,135.78,75.01,1.55,11.38,135.79
283.21,364.68,196.5,64.08,3.9,111.54,297.28
76.0,85.51,17.29,68.51,4.29,11.73,123.01
40.84,172.35,181.09,81.03,2.16,126.5,137.45
63.25,185.05,163.74,66.92,3.37,136.29,164.59
266.64,243.61,66.28,34.12,0.39,48.13,181.77
195.51,37.98,194.84,38.84,2.69,15.72,161.68
89.34,98.44,61.15,89.91,0.32,74.7,89.6
245.7,373.28,178.41,3.68,0.24,48.28,210.96
259.1,364.28,176.75,70.48,3.1,65.48,266.43
254.72,314.7,152.74,95.57,1.59,101.42,236.31
276.08,17.57,114.88,71.21,3.74,35.42,199.69
79.41,137.53,28.4,99.4,4.49,56.76,149.35
227.74,254.9,108.73,69.38,0.78,118.47,194.84
140.86,117.32,74.58,5.37,3.65,98.35,161.04
253.39,364.74,159.48,83.05,2.62,52.31,253.69
219.9,257.22,152.84,29.89,0.65,101.32,190.26
234.05,38.04,182.57,45.71,3.29,115.97,199.97
198.57,364.51,7.89,32.59,3.09,90.91,216.7
57.34,383.53,162.78,28.32,2.63,39.73,172.25
165.78,40.31,188.0,44.28,4.64,5.04,177.35
295.48,217.62,158.91,39.12,2.65,121.41,247.48
281.53,128.31,30.39,64.07,4.95,124.28,242.18
17.74,163.21,20.85,81.69,2.6,106.15,105.88
53.62,80.06,9.06,31.11,0.67,16.1,54.36
43.86,235.45,127.61,22.94,2.41,89.86,135.63
219.16,383.61,127.79,67.36,0.99,124.05,223.8
246.25,206.2,197.45,67.69,3.03,61.5,230.74
67.99,42.34,82.62,90.31,3.5,33.71,114.59
154.23,251.8,69.72,3.56,2.4,90.21,172.33
253.01,142.69,126.76,85.6,0.58,124.81,184.72
221.18,343.81,165.99,53.06,2.4,12.09,225.2
164.96,179.52,187.67,62.89,0.5,91.56,157.55
179.15,85.21,161.61,10.95,3.44,98.26,180.41
154.97,84.53,88.2,44.4,3.97,92.34,170.01
92.78,309.82,128.81,24.28,4.82,99.25,207.95
171.68,113.58,171.98,26.91,0.83,96.55,146.8
208.22,309.22,100.67,51.4,2.71,23.91,209.59
262.63,90.3,47.25,81.62,2.88,39.07,187.44
192.71,135.46,38.1,74.89,4.62,94.75,200.89
229.53,191.54,5.03,59.92,3.17,7.57,185.61
52.22,377.85,145.06,54.86,0.81,97.04,150.45
141.16,373.38,26.66,43.88,2.24,101.48,188.32
7.75,90.68,52.55,97.33,3.31,39.68,94.43
77.77,149.71,63.09,56.9,3.53,91.73,142.93
219.31,68.27,114.27,26.89,4.33,82.44,198.51
297.58,208.89,82.6,24.55,0.98,42.8,196.84
34.26,189.63,136.56,61.91,4.76,72.13,160.56
123.44,361.3,15.85,53.24,0.39,136.9,155.72
241.02,372.7,29.17,2.75,4.92,66.86,259.43
65.19,159.59,102.35,83.35,4.3,96.33,160.68
168.75,201.78,70.71,71.0,3.34,10.13,177.11
221.26,359.53,62.68,66.86,3.7,16.28,234.46
186.72,324.62,18.07,8.74,0.46,16.79,152.56
60.47,11.43,179.67,37.48,0.3,117.84,79.4
109.84,134.82,139.9,93.67,0.6,55.79,118.6
236.22,174.49,28.72,86.53,0.53,38.0,155.97
168.5,99.59,17.68,29.98,2.78,113.36,151.7
6.54,87.83,195.1,17.39,1.16,29.64,72.97
229.49,24.74,137.83,46.01,4.32,40.74,192.86
15.42,260.91,86.4,36.87,2.28,67.49,119.38
224.99,112.38,141.84,68.86,3.51,53.06,201.21
64.73,30.42,152.48,96.71,3.3,89.88,127.49
287.63,100.08,157.09,37.57,1.67,53.99,195.5
113.54,322.75,98.19,8.1,1.29,61.98,154.17
101.44,342.08,88.83,89.97,1.78,130.12,177.5
48.92,198.4,7.15,5.72,4.0,133.26,140.94
95.15,172.27,185.68,95.37,2.97,125.02,173.25
263.61,391.36,122.65,67.13,1.34,130.4,248.52
298.92,88.22,44.62,94.29,4.11,87.61,228.09
113.65,93.99,184.32,21.57,0.37,98.7,114.39
137.34,123.83,183.41,5.99,3.53,85.79,173.57
218.01,77.38,197.89,49.84,2.25,118.91,188.96
266.43,157.95,175.44,46.16,3.68,84.9,237.08
179.95,365.23,199.57,34.49,4.64,21.11,251.24
120.5,249.99,52.71,95.85,3.78,122.39,190.68
126.72,170.66,169.24,82.61,2.27,115.28,169.75
210.21,374.42,165.49,66.84,0.84,123.94,221.66
5.95,28.9,50.03,17.96,4.05,32.61,83.12
187.78,92.01,24.2,73.96,2.36,44.38,146.56
109.87,230.7,195.99,73.25,0.47,47.88,141.03
239.29,250.07,62.72,43.66,3.62,78.67,225.65
32.43,25.43,174.82,92.63,1.53,24.41,80.16
178.52,167.19,5.8,18.36,0.34,60.88,121.78
146.89,263.17,9.1,28.2,4.52,31.41,188.14
194.49,282.25,95.84,8.2,2.47,43.39,192.96
24.13,258.87,51.55,79.95,1.48,107.43,115.42
176.1,135.02,139.52,62.93,3.61,128.95,198.16
170.64,46.47,115.29,32.86,4.44,8.32,165.99
170.39,176.57,20.11,18.05,0.1,87.06,122.88
183.03,60.21,36.71,5.93,3.47,10.23,144.95
204.56,379.57,80.67,18.34,3.86,17.36,232.15
242.47,195.32,41.19,46.42,1.13,107.24,179.89
84.6,133.73,159.48,26.22,2.5,111.66,141.37
248.39,308.86,86.13,27.38,0.54,123.03,203.3
151.99,204.2,23.22,87.81,3.76,73.77,181.35
27.73,130.91,99.45,52.48,4.25,129.67,140.68
22.27,326.67,22.71,73.47,0.63,29.19,98.83
103.6,348.19,30.14,5.5,4.1,41.21,183.84
236.54,272.47,51.72,37.79,3.88,24.5,222.54
213.77,28.32,172.61,48.96,1.8,120.64,167.05
237.64,230.87,185.3,20.27,3.48,38.16,229.01
157.59,307.69,166.12,13.78,0.1,27.55,156.51
134.86,63.24,70.15,87.29,4.67,95.35,170.13
48.5,99.18,58.13,94.06,2.8,16.18,101.74
101.82,354.17,112.09,9.72,3.14,11.51,178.17
133.04,17.85,145.76,36.2,3.36,20.47,135.69
31.14,303.56,198.71,95.91,2.85,5.03,156.08
70.08,194.77,30.66,10.15,4.3,106.06,152.98
181.48,184.24,14.61,65.08,3.09,86.52,177.43
222.02,12.77,140.4,97.28,4.55,35.43,195.68
299.51,329.57,167.28,97.87,2.95,38.79,270.72
280.27,150.33,170.04,48.18,0.94,122.59,204.96
194.56,220.9,137.3,17.95,4.58,77.76,224.7
129.27,274.15,191.03,21.8,3.44,106.29,204.91
192.67,284.03,104.65,89.18,3.53,70.65,221.98
236.77,382.83,183.19,91.34,4.93,39.47,287.74
39.91,217.22,193.72,61.57,0.47,145.71,123.51
125.92,165.89,170.2,77.09,2.2,87.02,162.84
252.74,381.94,65.4,74.51,1.27,23.99,217.42
118.23,260.42,43.26,66.86,3.19,63.88,169.97
173.7,126.28,111.88,83.07,4.05,52.75,188.54
178.39,59.32,93.34,69.17,4.83,36.04,182.07
59.42,338.6,176.16,54.33,2.33,140.35,179.31
111.86,151.25,24.51,25.22,3.95,132.73,160.39
103.68,267.58,55.26,74.9,4.59,33.88,184.75
12.73,193.62,151.6,48.4,3.45,56.06,131.53
12.14,87.58,23.52,30.89,1.29,115.54,65.66
250.35,244.66,67.55,80.59,3.08,35.23,218.73
85.56,33.67,80.5,70.28,4.85,90.78,146.47
157.83,171.2,126.41,93.86,4.94,106.47,215.78
93.12,223.18,35.84,18.21,3.25,99.83,152.77
282.5,180.06,172.82,65.62,4.45,107.43,264.3
81.49,301.98,92.27,25.94,1.08,107.47,141.77
131.75,332.89,183.82,90.55,1.31,144.9,197.23
262.46,310.78,96.23,11.75,4.77,55.24,262.57
253.37,25.14,58.63,66.3,0.76,132.4,153.1
59.9,85.71,32.66,79.53,1.04,8.16,70.72
241.78,219.28,5.73,36.78,2.16,46.79,184.53
140.17,374.58,108.77,95.51,2.99,12.06,203.49
147.48,335.63,25.9,85.37,3.06,99.42,199.33
44.38,338.59,81.39,30.87,1.53,19.61,126.67
28.78,128.25,119.91,2.74,4.61,127.63,143.73
219.74,177.48,58.76,31.07,4.58,98.76,218.89
151.46,193.58,39.17,29.57,2.02,9.18,139.82
133.87,71.37,156.07,89.22,2.23,108.64,149.87
220.2,22.12,189.62,96.78,3.54,130.0,203.26
230.83,379.29,24.59,8.9,3.35,100.86,238.13
51.88,103.88,35.34,48.19,1.97,9.43,82.66
185.02,103.58,192.2,55.74,2.13,129.4,180.48
44.93,42.52,12.37,11.11,1.81,111.21,73.2
226.66,372.12,195.64,38.99,1.25,59.88,226.11
198.8,236.1,5.91,33.07,2.34,52.65,174.0
287.2,270.14,175.37,54.53,3.46,74.57,263.81
25.34,365.51,64.93,66.8,3.74,130.73,175.3
21.83,144.79,188.02,70.94,3.92,41.55,137.97
88.25,252.39,66.8,15.4,1.94,19.64,129.33
82.2,25.13,132.59,81.67,3.85,130.37,143.22
77.86,82.84,20.61,68.5,0.13,8.81,60.95
272.35,334.19,52.25,89.13,2.44,137.09,249.65
78.62,309.04,155.87,46.03,3.99,49.33,188.49
85.23,146.75,108.09,89.6,3.19,78.69,148.23
229.02,156.96,185.95,86.85,2.42,24.18,199.55
137.67,218.09,88.61,44.96,3.26,135.83,185.73
234.13,10.09,174.61,39.35,4.54,113.73,211.02
24.28,104.09,92.55,93.42,2.88,139.0,117.73
148.83,91.21,195.95,72.09,4.02,104.07,190.27
14.92,107.69,192.17,92.97,4.91,31.78,143.98
23.48,324.3,69.18,80.1,3.56,49.7,153.46
272.4,119.07,177.76,61.71,2.91,75.59,220.59
46.08,84.69,170.28,13.35,0.28,93.05,80.46
162.06,206.66,46.08,30.57,1.93,139.34,166.05
126.27,347.6,126.74,96.95,2.87,60.67,200.9
107.47,104.13,19.17,33.3,4.01,106.95,146.15
270.45,40.63,168.16,11.14,2.25,144.35,198.0
11.44,149.0,39.04,71.34,4.8,27.09,123.49
200.82,301.58,18.81,73.93,1.43,130.09,191.85
289.2,224.77,83.04,29.97,3.75,66.0,242.21
170.25,328.55,117.5,31.17,2.15,111.2,203.53
281.36,384.24,171.71,47.95,2.48,47.56,264.3
20.42,319.14,194.98,4.14,4.03,53.43,170.15
128.54,245.48,90.7,79.35,1.55,8.93,146.67
81.75,202.4,16.79,33.07,0.57,145.85,109.5
220.59,25.63,151.08,85.67,2.65,122.95,182.77
294.48,393.89,115.21,80.66,2.69,18.62,265.08
80.68,159.56,92.34,66.82,4.01,149.93,167.3
197.98,69.37,65.31,33.84,4.84,92.73,192.83
63.44,270.02,102.97,52.6,0.37,128.79,124.97
171.77,120.87,71.04,45.59,3.0,14.67,155.29
141.86,238.45,152.62,35.21,3.44,61.47,191.64
291.74,238.84,111.06,85.12,4.93,102.1,278.91
184.52,183.83,175.99,49.38,4.72,20.43,215.75
108.1,336.09,110.99,83.61,3.59,75.89,200.72
38.66,113.34,51.46,12.31,2.66,69.19,97.31
49.62,184.97,170.96,15.82,0.89,36.33,102.89
71.47,219.7,113.66,97.78,1.98,48.54,136.37
79.04,268.81,45.33,59.6,2.97,145.23,164.43
255.93,315.75,126.58,51.96,3.65,46.85,251.54
170.56,163.97,74.75,53.27,3.21,35.95,171.15
159.4,261.96,169.66,23.1,3.6,82.75,210.31
38.86,68.74,93.39,72.43,2.2,102.29,98.93
258.74,373.73,146.66,10.31,3.67,110.14,272.77
218.23,159.39,23.63,58.19,0.8,114.37,157.75
24.96,294.51,82.22,57.94,0.9,10.34,102.02
213.81,17.93,196.73,91.59,0.9,62.1,150.56
165.34,90.02,162.65,53.57,4.47,117.22,198.46
29.11,199.96,36.19,15.43,0.47,136.2,86.13
140.2,352.52,59.16,58.13,4.03,92.32,215.53
147.99,215.63,69.31,10.95,1.24,12.58,134.37
53.9,372.65,131.82,21.97,2.4,62.51,163.37
283.98,198.68,152.61,5.05,4.59,15.76,247.91
255.74,201.28,151.16,52.3,2.97,113.54,232.05
202.36,56.7,104.43,10.28,1.13,14.21,128.05
141.38,323.04,163.11,48.0,1.49,31.93,177.59
126.47,106.32,90.23,93.43,4.61,65.46,173.7
197.04,360.85,29.16,72.54,2.19,72.08,206.32
165.9,365.22,115.07,9.59,2.98,63.94,211.86
23.37,377.89,190.7,23.97,2.35,72.19,162.06
156.19,212.89,159.63,68.02,1.95,108.42,181.38
242.89,274.07,117.85,89.68,1.19,58.54,205.31
140.48,313.62,131.13,5.23,3.46,84.42,203.7
20.33,61.1,186.46,81.62,3.62,48.99,118.12
236.95,244.37,88.53,57.06,1.45,56.28,192.79
64.4,23.38,69.62,55.52,3.97,94.0,120.02
81.29,204.05,195.56,95.87,4.29,76.12,187.97
53.59,70.39,173.37,75.27,4.61,109.84,154.69
102.41,81.34,67.99,85.31,0.89,86.28,102.25
228.24,152.37,95.44,36.69,1.59,121.52,181.82
158.22,178.65,85.94,56.33,4.32,69.29,192.67
65.44,253.04,34.07,62.31,1.07,76.2,115.65
263.96,39.03,191.77,33.52,0.12,102.15,162.58
264.48,206.44,83.84,57.88,4.37,37.08,236.51
261.82,81.22,175.69,25.19,1.7,60.96,184.48
75.44,233.85,41.92,16.05,2.13,95.6,131.15
138.12,258.59,111.83,38.65,2.29,9.19,163.29
295.57,227.12,9.67,74.45,4.26,68.36,246.65
232.74,297.94,154.02,91.79,1.76,91.83,225.08
13.01,140.89,118.28,46.86,4.47,145.27,144.68
24.24,308.39,126.99,65.0,3.12,132.17,163.59
141.86,178.78,15.09,12.1,2.68,45.71,143.08
273.22,198.83,46.15,90.64,1.7,78.55,202.26
163.92,262.76,19.49,57.72,1.29,13.18,148.21
151.85,17.16,61.34,78.47,3.16,39.91,134.58
36.11,265.06,127.35,79.86,2.29,117.35,146.5
198.75,251.25,115.41,27.14,4.56,22.88,221.63
247.52,130.84,124.37,53.86,2.51,42.37,193.21
117.22,43.46,112.1,96.13,2.61,141.89,142.41
233.81,45.46,58.24,10.78,2.14,124.46,163.23
289.52,370.06,52.68,68.94,3.97,118.37,281.88
65.11,278.82,31.73,96.3,2.18,130.36,148.48
159.38,59.57,170.57,31.46,1.42,113.69,142.75
89.71,149.12,125.21,86.42,4.32,22.49,161.36
238.89,241.07,41.37,93.5,3.02,79.9,216.68
175.39,335.87,39.56,75.21,3.0,69.42,206.17
192.2,27.03,175.24,24.67,3.09,50.12,164.95
240.38,102.29,149.83,34.73,3.62,125.94,215.78
121.81,357.0,133.58,5.51,1.63,72.3,176.07
274.95,13.57,84.34,83.48,0.27,13.74,139.74
162.24,88.55,56.09,85.26,4.07,44.87,167.35
51.6,384.02,195.99,64.01,0.73,38.15,149.94
210.29,249.23,160.46,36.55,3.64,133.68,236.29
239.01,112.05,63.85,9.53,0.5,98.88,150.93
98.44,36.13,170.28,75.8,1.94,86.25,121.75
257.87,20.99,152.99,73.2,0.41,78.46,155.52
272.31,105.45,62.93,91.44,2.66,99.27,203.37
86.69,353.78,88.18,73.59,3.3,114.46,192.69
295.14,172.21,41.26,83.21,0.94,85.39,193.92
46.51,290.93,26.66,75.1,1.92,141.05,138.27
64.59,368.13,145.94,63.81,4.66,146.64,219.6
59.35,169.14,57.16,43.84,2.27,149.32,126.94
268.73,84.6,164.91,90.41,4.03,102.06,233.98
198.02,211.68,199.14,65.79,4.64,140.23,248.68
49.87,364.15,19.94,41.04,4.87,63.65,182.54
134.9,323.71,97.24,10.18,4.5,129.64,221.28
186.51,35.67,161.4,30.49,1.66,136.83,154.35
29.62,280.1,158.85,55.29,4.82,136.1,189.89
265.31,233.04,153.2,29.01,4.08,125.47,258.65
242.06,363.91,73.05,23.68,4.2,63.96,255.56
154.04,57.77,93.5,53.68,0.17,28.04,99.38
290.3,218.27,121.02,18.64,4.78,53.42,259.44
128.24,352.99,194.92,80.44,3.91,116.26,235.3
295.31,169.91,68.87,49.47,3.86,38.77,231.15
202.04,197.98,185.01,58.24,0.5,74.35,172.63
192.23,37.48,57.52,16.44,1.24,86.98,126.3
53.96,118.48,197.87,33.81,4.82,92.56,164.45
265.17,136.56,135.7,42.19,2.55,140.68,217.35
131.11,378.6,95.38,81.2,2.05,100.92,196.47
52.86,120.24,124.61,77.48,4.22,119.01,152.72
8.72,189.74,58.14,23.85,0.53,89.37,73.87
170.13,271.81,58.46,62.39,2.14,125.87,188.45
160.58,73.25,27.14,25.86,1.94,43.23,121.14
217.21,199.71,27.24,98.85,1.81,35.43,173.33
267.63,298.03,72.8,95.31,1.61,139.32,232.12
28.42,348.07,153.76,57.2,1.13,105.55,142.54
220.79,254.24,123.55,70.49,0.95,102.37,194.31
60.29,270.93,25.0,80.54,3.24,72.76,149.59
258.16,59.25,171.19,72.66,4.61,59.62,226.08
246.62,378.85,122.27,70.58,2.59,85.58,251.56
164.53,61.7,192.37,95.94,1.56,22.48,143.38
214.52,312.12,135.69,60.45,0.88,70.93,198.47
97.73,113.28,39.16,64.36,4.17,71.03,147.23
143.99,374.1,97.39,85.23,4.86,83.06,240.91
247.38,290.78,131.46,67.65,1.81,97.03,225.31
140.48,303.99,10.51,73.83,1.53,143.81,170.41
110.55,95.43,7.91,24.95,3.05,99.56,127.63
150.79,182.79,30.23,38.38,3.9,133.14,183.71
249.33,250.95,54.07,16.44,2.33,85.66,207.5
103.89,310.29,88.76,51.57,3.19,95.9,184.28
56.26,50.54,100.05,46.66,3.61,15.13,108.72
215.04,385.32,31.92,99.72,4.81,24.32,253.59
248.66,357.19,136.31,61.9,0.91,89.05,224.53
34.69,115.44,121.25,79.07,4.99,62.38,147.22
75.76,330.88,62.42,34.73,2.02,120.83,157.76
46.88,212.15,7.66,83.49,3.64,83.76,137.9
107.64,190.1,20.14,62.28,2.9,132.93,153.84
137.85,132.63,81.38,70.31,2.48,145.99,160.07
225.9,236.58,35.02,30.85,3.52,26.41,202.79
197.09,294.66,78.48,55.77,2.04,62.25,195.04
188.17,170.26,127.5,64.14,0.72,101.42,160.84
108.95,255.4,111.71,59.73,2.5,49.3,162.22
253.23,282.73,50.08,91.69,2.66,43.72,220.94
144.03,287.34,72.05,90.03,1.09,122.99,169.68
293.84,30.27,124.74,97.16,4.68,147.15,244.36
192.07,345.3,172.87,67.41,1.21,117.2,214.36
42.25,188.72,151.88,97.25,2.11,80.93,130.87
204.47,112.34,112.91,83.58,0.86,69.16,152.81
100.91,104.29,75.65,28.54,2.73,83.25,128.79
207.47,198.38,76.18,43.89,1.61,72.11,173.41
25.54,355.86,176.49,25.36,2.5,77.92,159.55
56.59,157.56,12.65,2.41,1.2,34.5,79.47
257.44,302.39,197.66,20.43,0.36,136.04,221.01
72.02,47.76,134.55,2.4,3.92,114.41,134.72
251.93,195.66,137.82,72.54,3.24,103.74,232.01
87.39,396.76,12.41,43.7,1.77,142.74,168.49
194.65,310.47,123.08,32.63,0.33,46.24,173.61
209.77,92.11,99.53,76.65,4.34,16.77,192.56
156.23,205.56,25.63,83.58,0.93,124.79,148.51
95.07,101.11,59.19,97.58,4.66,149.77,169.26
67.73,169.73,178.61,64.92,2.45,88.87,144.33
14.79,314.23,112.25,47.23,1.77,13.53,118.87
94.66,310.78,85.62,31.92,3.73,118.17,189.8
197.68,98.96,19.17,23.79,4.4,15.69,172.42
281.8,369.67,144.25,22.87,1.92,83.3,251.82
262.01,241.1,142.06,42.1,2.1,45.24,216.77
230.99,158.17,124.74,99.2,2.22,137.68,206.65
237.59,205.75,104.5,2.08,4.62,70.44,231.93
201.17,245.98,89.59,21.33,3.49,135.28,217.93
81.78,228.36,120.69,20.46,1.31,48.37,125.49
272.62,199.7,50.51,72.28,1.01,61.17,188.07
202.87,206.92,188.55,36.54,1.23,142.33,194.25
170.33,78.8,119.81,46.81,1.39,34.19,132.55
37.74,326.97,65.68,16.57,1.23,88.88,123.75
136.88,221.29,92.69,41.69,3.33,61.33,176.18
140.81,61.12,162.11,12.11,0.67,117.25,121.68
260.05,308.8,36.52,54.24,2.0,23.75,210.21
166.26,373.65,62.1,11.6,3.16,68.4,209.41
117.22,379.45,137.5,79.47,1.53,106.35,190.18
293.16,153.92,66.52,57.53,0.42,64.02,179.68
37.66,62.85,159.54,72.95,0.5,13.49,68.4
129.65,212.18,30.44,43.01,0.72,107.24,130.01
17.4,53.92,153.72,39.39,4.2,77.96,119.37
223.27,374.26,18.33,11.62,3.32,6.64,218.92
275.83,81.6,7.46,53.34,0.42,93.84,153.42
87.61,108.58,180.15,52.42,2.02,138.38,140.03
258.21,168.59,118.36,47.87,1.47,21.1,184.68
91.2,159.43,73.61,74.57,2.93,90.65,144.45
273.68,319.92,50.36,83.59,2.66,110.66,245.89
227.42,187.96,125.29,75.58,2.46,15.26,194.06
242.45,76.6,104.26,16.1,1.64,8.28,155.41
10.31,114.21,198.36,62.96,0.78,72.31,85.49
289.03,208.55,196.73,9.87,3.74,119.72,261.84
219.37,67.51,128.83,70.07,4.41,28.3,198.0
94.9,248.55,91.36,39.42,4.73,126.31,195.16
249.67,230.64,100.77,14.98,0.39,100.2,183.45
88.05,288.73,138.08,86.48,3.73,53.17,186.18
262.46,375.7,24.81,62.17,3.66,79.79,256.93
38.21,365.78,69.03,36.76,4.74,145.01,195.33
212.59,378.97,19.68,5.01,1.34,36.38,189.83
164.51,105.44,19.31,54.66,3.74,77.43,162.92
33.48,61.31,43.19,92.48,0.37,95.55,61.23
76.36,127.89,99.62,60.45,3.19,25.01,128.76
8.66,359.08,158.03,97.22,1.82,11.31,137.69
143.29,389.1,99.67,15.37,3.87,6.95,210.68
93.87,345.14,70.42,57.69,4.33,52.08,195.67
181.52,52.91,21.06,80.22,1.89,15.72,125.04
92.69,379.5,112.31,53.5,2.68,121.55,193.53
93.48,175.11,57.9,10.92,0.68,149.61,114.76
224.24,13.63,124.91,59.12,2.14,13.89,151.3
19.2,182.53,195.55,61.95,1.87,67.75,117.9
271.35,27.97,26.71,73.41,1.0,8.73,141.75
256.42,222.11,46.36,76.6,4.48,24.43,232.51
202.0,142.04,97.25,77.54,0.83,51.82,151.71
180.0,194.64,193.88,67.02,3.22,62.09,204.25
268.23,249.14,155.5,23.15,4.46,141.27,270.88
59.67,348.83,180.15,41.62,4.57,62.4,202.71
28.3,268.14,70.07,78.06,3.99,76.96,154.61
75.66,179.28,198.45,95.44,0.96,40.61,125.97
239.4,329.58,25.05,9.74,4.11,5.02,228.74
15.23,363.18,15.33,54.48,1.46,135.4,128.61
176.93,56.71,171.84,32.63,4.62,16.85,182.98
298.65,217.45,185.82,24.09,3.57,144.82,268.57
257.43,120.96,22.66,51.57,3.95,23.97,198.53
158.83,28.35,27.12,61.4,0.52,92.71,101.06
23.77,270.73,11.47,2.96,2.96,149.91,132.49
250.26,346.48,25.38,78.46,4.12,25.08,246.67
181.7,73.53,45.84,82.35,4.32,66.47,177.29
38.91,326.84,194.16,96.62,0.24,118.16,141.05
32.69,342.82,135.23,19.7,4.7,9.67,175.87
273.34,366.59,156.82,60.27,0.31,105.02,232.64
202.41,113.46,156.35,43.81,3.11,16.65,180.66
249.64,362.54,109.34,34.81,3.5,39.3,250.6
264.3,135.06,160.51,57.43,0.63,28.21,176.17
173.67,225.41,121.18,78.67,0.34,136.56,166.11
157.65,29.7,66.34,4.26,3.95,31.17,143.24
131.98,27.11,114.42,97.0,1.98,10.86,116.48
98.5,290.95,109.03,81.37,0.62,90.21,144.98
133.21,183.35,165.57,75.61,3.84,55.2,188.18
233.29,109.95,196.44,76.52,4.26,63.83,225.91
182.57,84.26,85.15,40.13,2.98,22.26,154.68
268.29,271.28,153.86,75.66,0.89,113.49,222.59
135.8,10.16,24.45,39.9,0.17,92.23,80.46
184.09,324.3,156.48,90.07,3.53,57.81,232.66
